country,year,sex,age,suicides_no,suicides_rate
Hungary,2015,female,75+ years,123,23.9
Hungary,2015,male,25-34 years,129,20.23
Hungary,2015,female,55-74 years,181,13.4
Hungary,2015,male,15-24 years,69,11.85
Hungary,2015,female,35-54 years,132,9.23
Hungary,2015,female,25-34 years,27,4.42
Hungary,2015,female,15-24 years,15,2.72
Hungary,2015,male,5-14 years,2,0.4
Hungary,2015,female,5-14 years,1,0.21
Hungary,2016,male,75+ years,214,86.84
Hungary,2016,male,55-74 years,495,46.51
Hungary,2016,male,35-54 years,450,31.27
Hungary,2016,female,75+ years,120,23.03
Hungary,2016,male,25-34 years,98,15.48
Hungary,2016,female,55-74 years,161,11.96
Hungary,2016,male,15-24 years,58,10.21
Hungary,2016,female,35-54 years,121,8.45
Hungary,2016,female,25-34 years,30,4.98
Hungary,2016,female,15-24 years,14,2.61
Iceland,1985,male,15-24 years,7,31.96
Iceland,1985,male,55-74 years,5,30.49
Iceland,1985,male,35-54 years,7,27.13
Iceland,1985,male,25-34 years,5,24.39
Iceland,1985,female,55-74 years,4,22.86
Iceland,1985,male,75+ years,1,22.22
Iceland,1985,female,35-54 years,3,12.0
Iceland,1985,female,15-24 years,0,0.0
Iceland,1985,female,25-34 years,0,0.0
Iceland,1985,female,5-14 years,0,0.0
Iceland,1985,female,75+ years,0,0.0
Iceland,1985,male,5-14 years,0,0.0
Iceland,1986,female,75+ years,2,31.75
Iceland,1986,male,35-54 years,8,30.3
Iceland,1986,male,25-34 years,6,28.99
Iceland,1986,female,55-74 years,5,28.09
Iceland,1986,male,55-74 years,4,23.95
Iceland,1986,male,15-24 years,5,23.04
Iceland,1986,male,75+ years,1,22.73
Iceland,1986,female,35-54 years,3,11.76
Iceland,1986,female,25-34 years,1,5.1
Iceland,1986,female,15-24 years,1,4.78
Iceland,1986,male,5-14 years,1,4.61
Iceland,1986,female,5-14 years,0,0.0
Iceland,1987,female,55-74 years,10,55.25
Iceland,1987,male,75+ years,2,43.48
Iceland,1987,male,55-74 years,5,29.41
Iceland,1987,male,35-54 years,6,22.14
Iceland,1987,male,25-34 years,4,18.96
Iceland,1987,male,15-24 years,4,18.43
Iceland,1987,female,25-34 years,2,10.05
Iceland,1987,female,35-54 years,2,7.63
Iceland,1987,male,5-14 years,1,4.59
Iceland,1987,female,15-24 years,0,0.0
Iceland,1987,female,5-14 years,0,0.0
Iceland,1987,female,75+ years,0,0.0
Iceland,1988,male,55-74 years,7,40.7
Iceland,1988,male,35-54 years,11,39.29
Iceland,1988,male,15-24 years,8,36.53
Iceland,1988,male,25-34 years,4,18.6
Iceland,1988,female,75+ years,1,15.15
Iceland,1988,female,35-54 years,2,7.43
Iceland,1988,female,55-74 years,1,5.43
Iceland,1988,female,25-34 years,1,4.85
Iceland,1988,female,15-24 years,0,0.0
Iceland,1988,female,5-14 years,0,0.0
Iceland,1988,male,5-14 years,0,0.0
Iceland,1988,male,75+ years,0,0.0
Iceland,1989,male,15-24 years,6,27.52
Iceland,1989,female,55-74 years,4,21.62
Iceland,1989,male,35-54 years,6,20.62
Iceland,1989,female,75+ years,1,14.93
Iceland,1989,male,55-74 years,2,11.43
Iceland,1989,male,25-34 years,2,9.22
Iceland,1989,female,25-34 years,1,4.78
Iceland,1989,female,15-24 years,0,0.0
Iceland,1989,female,35-54 years,0,0.0
Iceland,1989,female,5-14 years,0,0.0
Iceland,1989,male,5-14 years,0,0.0
Iceland,1989,male,75+ years,0,0.0
Iceland,1990,male,15-24 years,10,46.73
Iceland,1990,male,55-74 years,8,45.2
Iceland,1990,male,25-34 years,9,41.47
Iceland,1990,male,35-54 years,8,26.85
Iceland,1990,female,35-54 years,3,10.49
Iceland,1990,female,15-24 years,1,4.83
Iceland,1990,female,25-34 years,1,4.74
Iceland,1990,female,5-14 years,0,0.0
Iceland,1990,female,55-74 years,0,0.0
Iceland,1990,female,75+ years,0,0.0
Iceland,1990,male,5-14 years,0,0.0
Iceland,1990,male,75+ years,0,0.0
Iceland,1991,male,15-24 years,13,61.03
Iceland,1991,male,75+ years,2,41.67
Iceland,1991,male,55-74 years,5,28.25
Iceland,1991,male,35-54 years,6,19.42
Iceland,1991,female,55-74 years,3,15.79
Iceland,1991,male,25-34 years,3,13.7
Iceland,1991,female,35-54 years,3,10.17
Iceland,1991,female,15-24 years,1,4.85
Iceland,1991,female,5-14 years,1,4.85
Iceland,1991,female,25-34 years,0,0.0
Iceland,1991,female,75+ years,0,0.0
Iceland,1991,male,5-14 years,0,0.0
Iceland,1992,male,25-34 years,9,41.1
Iceland,1992,male,55-74 years,4,22.35
Iceland,1992,male,15-24 years,4,18.87
Iceland,1992,male,35-54 years,6,18.81
Iceland,1992,female,55-74 years,2,10.53
Iceland,1992,female,35-54 years,2,6.56
Iceland,1992,female,25-34 years,1,4.67
Iceland,1992,female,15-24 years,0,0.0
Iceland,1992,female,5-14 years,0,0.0
Iceland,1992,female,75+ years,0,0.0
Iceland,1992,male,5-14 years,0,0.0
Iceland,1992,male,75+ years,0,0.0
Iceland,1993,male,15-24 years,5,23.81
Iceland,1993,male,55-74 years,4,22.1
Iceland,1993,male,35-54 years,7,21.34
Iceland,1993,male,25-34 years,3,13.82
Iceland,1993,female,35-54 years,4,12.7
Iceland,1993,female,55-74 years,2,10.53
Iceland,1993,female,25-34 years,1,4.72
Iceland,1993,female,15-24 years,0,0.0
Iceland,1993,female,5-14 years,0,0.0
Iceland,1993,female,75+ years,0,0.0
Iceland,1993,male,5-14 years,0,0.0
Iceland,1993,male,75+ years,0,0.0
Iceland,1994,female,75+ years,2,27.4
Iceland,1994,male,15-24 years,5,23.7
Iceland,1994,male,35-54 years,8,23.67
Iceland,1994,male,55-74 years,4,21.98
Iceland,1994,male,25-34 years,4,18.6
Iceland,1994,female,55-74 years,1,5.21
Iceland,1994,female,15-24 years,1,4.88
Iceland,1994,female,25-34 years,0,0.0
Iceland,1994,female,35-54 years,0,0.0
Iceland,1994,female,5-14 years,0,0.0
Iceland,1994,male,5-14 years,0,0.0
Iceland,1994,male,75+ years,0,0.0
Iceland,1995,male,25-34 years,8,38.1
Iceland,1995,male,55-74 years,5,27.32
Iceland,1995,male,15-24 years,4,18.78
Iceland,1995,male,35-54 years,5,14.33
Iceland,1995,female,75+ years,1,13.33
Iceland,1995,female,25-34 years,2,9.66
Iceland,1995,female,55-74 years,1,5.15
Iceland,1995,female,35-54 years,1,2.99
Iceland,1995,female,15-24 years,0,0.0
Iceland,1995,female,5-14 years,0,0.0
Iceland,1995,male,5-14 years,0,0.0
Iceland,1995,male,75+ years,0,0.0
Iceland,1996,male,25-34 years,9,43.9
Iceland,1996,male,75+ years,2,37.04
Iceland,1996,male,35-54 years,8,22.41
Iceland,1996,male,55-74 years,4,21.86
Iceland,1996,male,15-24 years,4,18.6
Iceland,1996,female,75+ years,1,13.16
Iceland,1996,female,35-54 years,2,5.83
Iceland,1996,female,55-74 years,1,5.15
Iceland,1996,female,15-24 years,1,4.83
Iceland,1996,male,5-14 years,1,4.57
Iceland,1996,female,25-34 years,0,0.0
Iceland,1996,female,5-14 years,0,0.0
Iceland,1997,male,55-74 years,8,43.12
Iceland,1997,male,75+ years,2,36.84
Iceland,1997,male,35-54 years,10,27.34
Iceland,1997,male,25-34 years,3,14.68
Iceland,1997,male,15-24 years,3,13.85
Iceland,1997,female,15-24 years,2,9.64
Iceland,1997,female,35-54 years,3,8.53
Iceland,1997,female,55-74 years,1,5.09
Iceland,1997,female,25-34 years,1,4.93
Iceland,1997,female,5-14 years,0,0.0
Iceland,1997,female,75+ years,0,0.0
Iceland,1997,male,5-14 years,0,0.0
Iceland,1998,male,35-54 years,9,24.06
Iceland,1998,male,15-24 years,5,23.08
Iceland,1998,male,55-74 years,4,21.13
Iceland,1998,male,25-34 years,4,19.43
Iceland,1998,male,75+ years,1,17.99
Iceland,1998,female,75+ years,1,12.47
Iceland,1998,female,25-34 years,2,9.8
Iceland,1998,female,35-54 years,3,8.31
Iceland,1998,female,15-24 years,1,4.82
Iceland,1998,female,5-14 years,0,0.0
Iceland,1998,female,55-74 years,0,0.0
Iceland,1998,male,5-14 years,0,0.0
Iceland,1999,male,35-54 years,14,36.47
Iceland,1999,male,25-34 years,4,19.32
Iceland,1999,male,15-24 years,4,18.47
Iceland,1999,male,75+ years,1,17.49
Iceland,1999,female,55-74 years,2,9.88
Iceland,1999,female,25-34 years,2,9.84
Iceland,1999,female,15-24 years,2,9.54
Iceland,1999,male,55-74 years,1,5.21
Iceland,1999,female,35-54 years,1,2.7
Iceland,1999,female,5-14 years,0,0.0
Iceland,1999,female,75+ years,0,0.0
Iceland,1999,male,5-14 years,0,0.0
Iceland,2000,male,25-34 years,13,62.35
Iceland,2000,male,15-24 years,13,59.83
Iceland,2000,male,55-74 years,6,30.35
Iceland,2000,male,35-54 years,10,25.63
Iceland,2000,female,55-74 years,3,14.53
Iceland,2000,female,35-54 years,4,10.56
Iceland,2000,female,15-24 years,1,4.74
Iceland,2000,female,25-34 years,0,0.0
Iceland,2000,female,5-14 years,0,0.0
Iceland,2000,female,75+ years,0,0.0
Iceland,2000,male,5-14 years,0,0.0
Iceland,2000,male,75+ years,0,0.0
Iceland,2001,male,15-24 years,8,36.85
Iceland,2001,male,75+ years,2,32.78
Iceland,2001,male,25-34 years,5,23.68
Iceland,2001,male,35-54 years,9,22.63
Iceland,2001,male,55-74 years,4,19.74
Iceland,2001,female,35-54 years,5,12.92
Iceland,2001,female,25-34 years,2,9.71
Iceland,2001,female,55-74 years,1,4.75
Iceland,2001,female,15-24 years,0,0.0
Iceland,2001,female,5-14 years,0,0.0
Iceland,2001,female,75+ years,0,0.0
Iceland,2001,male,5-14 years,0,0.0
Iceland,2002,male,25-34 years,7,33.34
Iceland,2002,male,55-74 years,6,28.77
Iceland,2002,male,15-24 years,3,13.88
Iceland,2002,female,75+ years,1,11.37
Iceland,2002,female,35-54 years,4,10.14
Iceland,2002,male,35-54 years,4,9.93
Iceland,2002,female,25-34 years,2,9.76
Iceland,2002,female,55-74 years,2,9.31
Iceland,2002,female,15-24 years,1,4.74
Iceland,2002,female,5-14 years,0,0.0
Iceland,2002,male,5-14 years,0,0.0
Iceland,2002,male,75+ years,0,0.0
Iceland,2003,male,55-74 years,6,27.95
Iceland,2003,male,15-24 years,5,22.88
Iceland,2003,male,35-54 years,8,19.75
Iceland,2003,female,55-74 years,4,18.14
Iceland,2003,female,25-34 years,1,4.93
Iceland,2003,male,25-34 years,1,4.81
Iceland,2003,female,35-54 years,1,2.51
Iceland,2003,female,15-24 years,0,0.0
Iceland,2003,female,5-14 years,0,0.0
Iceland,2003,female,75+ years,0,0.0
Iceland,2003,male,5-14 years,0,0.0
Iceland,2003,male,75+ years,0,0.0
Iceland,2004,male,75+ years,3,44.64
Iceland,2004,male,15-24 years,6,27.28
Iceland,2004,male,35-54 years,9,21.82
Iceland,2004,female,25-34 years,4,19.49
Iceland,2004,male,25-34 years,4,18.95
Iceland,2004,male,55-74 years,4,18.05
Iceland,2004,female,55-74 years,2,8.86
Iceland,2004,female,35-54 years,2,4.98
Iceland,2004,female,15-24 years,1,4.74
Iceland,2004,female,5-14 years,0,0.0
Iceland,2004,female,75+ years,0,0.0
Iceland,2004,male,5-14 years,0,0.0
Iceland,2005,male,25-34 years,6,27.82
Iceland,2005,male,35-54 years,10,24.07
Iceland,2005,male,55-74 years,5,21.8
Iceland,2005,female,35-54 years,6,14.8
Iceland,2005,male,15-24 years,3,13.57
Iceland,2005,female,55-74 years,3,12.94
Iceland,2005,female,15-24 years,0,0.0
Iceland,2005,female,25-34 years,0,0.0
Iceland,2005,female,5-14 years,0,0.0
Iceland,2005,female,75+ years,0,0.0
Iceland,2005,male,5-14 years,0,0.0
Iceland,2005,male,75+ years,0,0.0
Iceland,2006,male,15-24 years,6,26.35
Iceland,2006,male,35-54 years,10,22.72
Iceland,2006,male,55-74 years,4,16.8
Iceland,2006,female,35-54 years,6,14.65
Iceland,2006,female,55-74 years,3,12.61
Iceland,2006,male,25-34 years,2,8.64
Iceland,2006,female,25-34 years,1,4.62
Iceland,2006,female,15-24 years,0,0.0
Iceland,2006,female,5-14 years,0,0.0
Iceland,2006,female,75+ years,0,0.0
Iceland,2006,male,5-14 years,0,0.0
Iceland,2006,male,75+ years,0,0.0
Iceland,2007,male,75+ years,3,40.25
Iceland,2007,male,15-24 years,7,30.13
Iceland,2007,male,35-54 years,12,26.26
Iceland,2007,male,25-34 years,6,24.54
Iceland,2007,female,75+ years,1,9.84
Iceland,2007,female,25-34 years,2,9.05
Iceland,2007,female,55-74 years,2,8.18
Iceland,2007,male,55-74 years,2,8.11
Iceland,2007,female,15-24 years,1,4.53
Iceland,2007,female,35-54 years,1,2.4
Iceland,2007,female,5-14 years,0,0.0
Iceland,2007,male,5-14 years,0,0.0
Iceland,2008,male,55-74 years,7,27.41
Iceland,2008,male,35-54 years,10,21.52
Iceland,2008,female,55-74 years,5,19.8
Iceland,2008,male,25-34 years,5,19.46
Iceland,2008,male,15-24 years,4,16.57
Iceland,2008,male,75+ years,1,13.15
Iceland,2008,female,35-54 years,4,9.41
Iceland,2008,female,25-34 years,2,8.77
Iceland,2008,female,15-24 years,0,0.0
Iceland,2008,female,5-14 years,0,0.0
Iceland,2008,female,75+ years,0,0.0
Iceland,2008,male,5-14 years,0,0.0
Iceland,2009,male,55-74 years,10,38.07
Iceland,2009,male,25-34 years,6,24.28
Iceland,2009,male,35-54 years,10,22.32
Iceland,2009,female,35-54 years,6,14.04
Iceland,2009,male,75+ years,1,12.84
Iceland,2009,male,15-24 years,2,8.34
Iceland,2009,female,55-74 years,1,3.84
Iceland,2009,female,15-24 years,0,0.0
Iceland,2009,female,25-34 years,0,0.0
Iceland,2009,female,5-14 years,0,0.0
Iceland,2009,female,75+ years,0,0.0
Iceland,2009,male,5-14 years,0,0.0
Iceland,2010,male,75+ years,3,37.83
Iceland,2010,male,25-34 years,8,33.88
Iceland,2010,male,55-74 years,7,25.95
Iceland,2010,male,35-54 years,11,25.24
Iceland,2010,male,15-24 years,6,25.1
Iceland,2010,female,35-54 years,5,11.76
Iceland,2010,female,55-74 years,3,11.15
Iceland,2010,male,5-14 years,1,4.56
Iceland,2010,female,25-34 years,1,4.43
Iceland,2010,female,15-24 years,1,4.37
Iceland,2010,female,5-14 years,0,0.0
Iceland,2010,female,75+ years,0,0.0
Iceland,2011,male,25-34 years,5,21.66
Iceland,2011,male,55-74 years,6,21.48
Iceland,2011,male,35-54 years,8,18.55
Iceland,2011,male,15-24 years,2,8.3
Iceland,2011,female,55-74 years,2,7.19
Iceland,2011,male,5-14 years,1,4.58
Iceland,2011,female,25-34 years,1,4.48
Iceland,2011,female,15-24 years,1,4.36
Iceland,2011,female,35-54 years,1,2.35
Iceland,2011,female,5-14 years,0,0.0
Iceland,2011,female,75+ years,0,0.0
Iceland,2011,male,75+ years,0,0.0
Iceland,2012,male,25-34 years,7,30.53
Iceland,2012,male,75+ years,2,24.37
Iceland,2012,male,55-74 years,6,20.71
Iceland,2012,male,35-54 years,8,18.74
Iceland,2012,female,55-74 years,4,13.9
Iceland,2012,male,15-24 years,3,12.39
Iceland,2012,female,25-34 years,2,8.99
Iceland,2012,female,15-24 years,2,8.71
Iceland,2012,female,35-54 years,3,7.07
Iceland,2012,female,5-14 years,0,0.0
Iceland,2012,female,75+ years,0,0.0
Iceland,2012,male,5-14 years,0,0.0
Iceland,2013,male,75+ years,5,59.75
Iceland,2013,male,25-34 years,7,30.02
Iceland,2013,male,35-54 years,12,28.21
Iceland,2013,female,75+ years,3,27.4
Iceland,2013,male,15-24 years,5,20.65
Iceland,2013,male,55-74 years,6,20.02
Iceland,2013,female,25-34 years,3,13.37
Iceland,2013,female,35-54 years,5,11.76
Iceland,2013,female,55-74 years,3,10.06
Iceland,2013,female,15-24 years,0,0.0
Iceland,2013,female,5-14 years,0,0.0
Iceland,2013,male,5-14 years,0,0.0
Iceland,2014,male,75+ years,5,58.89
Iceland,2014,male,25-34 years,9,37.96
Iceland,2014,male,55-74 years,8,25.78
Iceland,2014,male,15-24 years,4,16.54
Iceland,2014,male,35-54 years,7,16.38
Iceland,2014,female,35-54 years,4,9.38
Iceland,2014,female,75+ years,1,9.06
Iceland,2014,female,25-34 years,2,8.81
Iceland,2014,female,15-24 years,2,8.7
Iceland,2014,female,55-74 years,2,6.46
Iceland,2014,female,5-14 years,0,0.0
Iceland,2014,male,5-14 years,0,0.0
Iceland,2015,male,15-24 years,7,29.03
Iceland,2015,male,35-54 years,11,25.51
Iceland,2015,male,25-34 years,6,24.87
Iceland,2015,female,55-74 years,6,18.74
Iceland,2015,female,75+ years,2,17.92
Iceland,2015,male,55-74 years,5,15.55
Iceland,2015,female,35-54 years,2,4.67
Iceland,2015,female,25-34 years,1,4.36
Iceland,2015,female,15-24 years,0,0.0
Iceland,2015,female,5-14 years,0,0.0
Iceland,2015,male,5-14 years,0,0.0
Iceland,2015,male,75+ years,0,0.0
Iceland,2016,male,25-34 years,8,31.96
Iceland,2016,male,55-74 years,10,30.08
Iceland,2016,male,35-54 years,11,24.99
Iceland,2016,male,15-24 years,6,24.9
Iceland,2016,male,75+ years,1,11.46
Iceland,2016,female,25-34 years,2,8.61
Iceland,2016,female,55-74 years,2,6.07
Iceland,2016,female,15-24 years,0,0.0
Iceland,2016,female,35-54 years,0,0.0
Iceland,2016,female,75+ years,0,0.0
Ireland,1985,male,55-74 years,65,25.81
Ireland,1985,male,25-34 years,47,18.73
Ireland,1985,male,15-24 years,48,15.27
Ireland,1985,male,35-54 years,51,13.89
Ireland,1985,female,55-74 years,21,7.66
Ireland,1985,male,75+ years,4,7.14
Ireland,1985,female,35-54 years,24,6.8
Ireland,1985,female,25-34 years,11,4.43
Ireland,1985,female,75+ years,1,1.16
Ireland,1985,female,15-24 years,3,0.99
Ireland,1985,male,5-14 years,1,0.28
Ireland,1985,female,5-14 years,0,0.0
Ireland,1986,male,55-74 years,62,24.83
Ireland,1986,male,25-34 years,47,18.7
Ireland,1986,male,35-54 years,56,15.04
Ireland,1986,male,15-24 years,44,14.01
Ireland,1986,male,75+ years,5,8.82
Ireland,1986,female,35-54 years,25,6.97
Ireland,1986,female,55-74 years,18,6.59
Ireland,1986,female,25-34 years,13,5.2
Ireland,1986,female,15-24 years,10,3.29
Ireland,1986,female,75+ years,1,1.15
Ireland,1986,male,5-14 years,1,0.28
Ireland,1986,female,5-14 years,0,0.0
Ireland,1987,male,55-74 years,58,23.42
Ireland,1987,male,25-34 years,39,15.53
Ireland,1987,male,35-54 years,54,14.2
Ireland,1987,male,15-24 years,29,9.26
Ireland,1987,male,75+ years,5,8.55
Ireland,1987,female,75+ years,6,6.68
Ireland,1987,female,55-74 years,17,6.25
Ireland,1987,female,35-54 years,21,5.73
Ireland,1987,female,25-34 years,8,3.19
Ireland,1987,female,15-24 years,7,2.32
Ireland,1987,female,5-14 years,1,0.29
Ireland,1987,male,5-14 years,0,0.0
Ireland,1988,male,75+ years,15,25.17
Ireland,1988,male,25-34 years,50,20.11
Ireland,1988,male,55-74 years,47,19.06
Ireland,1988,male,15-24 years,47,15.05
Ireland,1988,male,35-54 years,36,9.27
Ireland,1988,female,35-54 years,32,8.54
Ireland,1988,female,55-74 years,18,6.63
Ireland,1988,female,25-34 years,13,5.22
Ireland,1988,female,75+ years,2,2.18
Ireland,1988,female,15-24 years,6,2.01
Ireland,1988,female,5-14 years,0,0.0
Ireland,1988,male,5-14 years,0,0.0
Ireland,1989,male,35-54 years,77,19.37
Ireland,1989,male,75+ years,11,18.12
Ireland,1989,male,25-34 years,42,17.34
Ireland,1989,male,55-74 years,42,17.11
Ireland,1989,male,15-24 years,41,13.32
Ireland,1989,female,55-74 years,24,8.88
Ireland,1989,female,35-54 years,21,5.48
Ireland,1989,female,75+ years,5,5.26
Ireland,1989,female,25-34 years,8,3.3
Ireland,1989,female,15-24 years,7,2.38
Ireland,1989,female,5-14 years,0,0.0
Ireland,1989,male,5-14 years,0,0.0
Ireland,1990,male,55-74 years,58,23.71
Ireland,1990,male,25-34 years,51,21.53
Ireland,1990,male,35-54 years,85,20.93
Ireland,1990,male,75+ years,9,14.75
Ireland,1990,male,15-24 years,44,14.22
Ireland,1990,female,25-34 years,20,8.39
Ireland,1990,female,55-74 years,20,7.43
Ireland,1990,female,35-54 years,29,7.41
Ireland,1990,female,15-24 years,12,4.12
Ireland,1990,female,75+ years,2,2.04
Ireland,1990,male,5-14 years,4,1.15
Ireland,1990,female,5-14 years,0,0.0
Ireland,1991,male,25-34 years,69,28.29
Ireland,1991,male,35-54 years,91,22.31
Ireland,1991,male,55-74 years,53,21.41
Ireland,1991,male,15-24 years,61,19.81
Ireland,1991,male,75+ years,8,12.58
Ireland,1991,female,55-74 years,19,7.04
Ireland,1991,female,25-34 years,15,5.96
Ireland,1991,female,35-54 years,23,5.75
Ireland,1991,female,75+ years,2,2.02
Ireland,1991,female,15-24 years,4,1.36
Ireland,1991,female,5-14 years,0,0.0
Ireland,1991,male,5-14 years,0,0.0
Ireland,1992,male,25-34 years,80,32.51
Ireland,1992,male,55-74 years,60,24.13
Ireland,1992,male,15-24 years,68,21.72
Ireland,1992,male,35-54 years,82,19.67
Ireland,1992,male,75+ years,11,16.98
Ireland,1992,female,55-74 years,21,7.76
Ireland,1992,female,25-34 years,11,4.35
Ireland,1992,female,75+ years,4,3.95
Ireland,1992,female,35-54 years,16,3.9
Ireland,1992,female,15-24 years,6,2.02
Ireland,1992,male,5-14 years,3,0.88
Ireland,1992,female,5-14 years,0,0.0
Ireland,1993,male,25-34 years,57,23.06
Ireland,1993,male,55-74 years,56,22.38
Ireland,1993,male,35-54 years,85,19.93
Ireland,1993,male,15-24 years,45,14.22
Ireland,1993,male,75+ years,8,12.29
Ireland,1993,female,35-54 years,28,6.65
Ireland,1993,female,55-74 years,14,5.16
Ireland,1993,female,25-34 years,13,5.15
Ireland,1993,female,15-24 years,9,3.0
Ireland,1993,female,75+ years,3,2.92
Ireland,1993,male,5-14 years,8,2.39
Ireland,1993,female,5-14 years,0,0.0
Ireland,1994,male,25-34 years,77,30.92
Ireland,1994,male,35-54 years,99,22.68
Ireland,1994,male,15-24 years,69,21.69
Ireland,1994,male,75+ years,13,20.09
Ireland,1994,male,55-74 years,44,17.41
Ireland,1994,female,55-74 years,27,9.9
Ireland,1994,female,35-54 years,38,8.81
Ireland,1994,female,15-24 years,13,4.29
Ireland,1994,female,25-34 years,9,3.51
Ireland,1994,female,75+ years,3,2.91
Ireland,1994,male,5-14 years,2,0.61
Ireland,1994,female,5-14 years,0,0.0
Ireland,1995,male,25-34 years,67,26.47
Ireland,1995,male,35-54 years,111,24.98
Ireland,1995,male,15-24 years,76,23.79
Ireland,1995,male,75+ years,14,21.21
Ireland,1995,male,55-74 years,48,18.88
Ireland,1995,female,25-34 years,20,7.72
Ireland,1995,female,35-54 years,34,7.7
Ireland,1995,female,55-74 years,13,4.75
Ireland,1995,female,15-24 years,11,3.59
Ireland,1995,female,75+ years,3,2.84
Ireland,1995,male,5-14 years,4,1.25
Ireland,1995,female,5-14 years,2,0.66
Ireland,1996,male,25-34 years,89,34.62
Ireland,1996,male,15-24 years,82,25.38
Ireland,1996,male,35-54 years,111,24.41
Ireland,1996,male,75+ years,15,22.42
Ireland,1996,male,55-74 years,44,17.13
Ireland,1996,female,25-34 years,15,5.71
Ireland,1996,female,35-54 years,24,5.29
Ireland,1996,female,15-24 years,14,4.52
Ireland,1996,female,55-74 years,8,2.92
Ireland,1996,female,75+ years,2,1.86
Ireland,1996,male,5-14 years,4,1.28
Ireland,1996,female,5-14 years,0,0.0
Ireland,1997,male,15-24 years,105,32.07
Ireland,1997,male,25-34 years,80,30.55
Ireland,1997,male,35-54 years,126,26.94
Ireland,1997,male,55-74 years,49,18.81
Ireland,1997,male,75+ years,12,17.78
Ireland,1997,female,55-74 years,23,8.33
Ireland,1997,female,35-54 years,33,7.07
Ireland,1997,female,15-24 years,19,6.06
Ireland,1997,female,25-34 years,12,4.48
Ireland,1997,female,75+ years,3,2.75
Ireland,1997,male,5-14 years,4,1.31
Ireland,1997,female,5-14 years,0,0.0
Ireland,1998,male,25-34 years,106,39.48
Ireland,1998,male,15-24 years,112,34.14
Ireland,1998,male,35-54 years,140,29.2
Ireland,1998,male,55-74 years,55,20.76
Ireland,1998,male,75+ years,11,16.04
Ireland,1998,female,35-54 years,34,7.09
Ireland,1998,female,55-74 years,12,4.29
Ireland,1998,female,15-24 years,13,4.13
Ireland,1998,female,25-34 years,10,3.68
Ireland,1998,female,75+ years,3,2.68
Ireland,1998,female,5-14 years,1,0.35
Ireland,1998,male,5-14 years,1,0.33
Ireland,1999,male,25-34 years,82,29.89
Ireland,1999,male,15-24 years,86,26.26
Ireland,1999,male,55-74 years,58,21.45
Ireland,1999,male,35-54 years,104,21.19
Ireland,1999,male,75+ years,10,14.5
Ireland,1999,female,55-74 years,18,6.36
Ireland,1999,female,25-34 years,15,5.41
Ireland,1999,female,15-24 years,17,5.4
Ireland,1999,female,35-54 years,26,5.3
Ireland,1999,female,75+ years,5,4.42
Ireland,1999,male,5-14 years,2,0.68
Ireland,1999,female,5-14 years,1,0.36
Ireland,2000,male,25-34 years,99,34.92
Ireland,2000,male,35-54 years,138,27.5
Ireland,2000,male,15-24 years,85,26.05
Ireland,2000,male,55-74 years,51,18.45
Ireland,2000,male,75+ years,7,10.04
Ireland,2000,female,35-54 years,37,7.36
Ireland,2000,female,15-24 years,21,6.67
Ireland,2000,female,75+ years,5,4.37
Ireland,2000,female,55-74 years,10,3.47
Ireland,2000,female,25-34 years,9,3.18
Ireland,2000,male,5-14 years,1,0.35
Ireland,2000,female,5-14 years,0,0.0
Ireland,2001,male,25-34 years,104,35.21
Ireland,2001,male,15-24 years,89,27.41
Ireland,2001,male,35-54 years,139,27.15
Ireland,2001,male,55-74 years,66,23.16
Ireland,2001,male,75+ years,9,12.68
Ireland,2001,female,35-54 years,34,6.63
Ireland,2001,female,55-74 years,18,6.1
Ireland,2001,female,15-24 years,14,4.47
Ireland,2001,female,25-34 years,11,3.74
Ireland,2001,female,75+ years,2,1.72
Ireland,2001,male,5-14 years,2,0.7
Ireland,2001,female,5-14 years,0,0.0
Ireland,2002,male,25-34 years,100,32.42
Ireland,2002,male,15-24 years,89,27.33
Ireland,2002,male,55-74 years,62,21.06
Ireland,2002,male,35-54 years,109,20.91
Ireland,2002,male,75+ years,7,9.7
Ireland,2002,female,25-34 years,19,6.15
Ireland,2002,female,35-54 years,29,5.56
Ireland,2002,female,55-74 years,14,4.62
Ireland,2002,female,15-24 years,14,4.43
Ireland,2002,female,75+ years,3,2.54
Ireland,2002,female,5-14 years,2,0.75
Ireland,2002,male,5-14 years,1,0.35
Ireland,2003,male,15-24 years,93,28.56
Ireland,2003,male,35-54 years,135,25.51
Ireland,2003,male,25-34 years,61,19.26
Ireland,2003,male,55-74 years,57,18.71
Ireland,2003,male,75+ years,10,13.59
Ireland,2003,female,35-54 years,37,6.97
Ireland,2003,female,55-74 years,21,6.75
Ireland,2003,female,25-34 years,16,5.07
Ireland,2003,female,15-24 years,15,4.73
Ireland,2003,female,75+ years,5,4.16
Ireland,2003,female,5-14 years,2,0.75
Ireland,2003,male,5-14 years,2,0.71
Ireland,2004,male,35-54 years,152,28.17
Ireland,2004,male,15-24 years,86,26.51
Ireland,2004,male,25-34 years,84,25.82
Ireland,2004,male,55-74 years,60,19.11
Ireland,2004,male,75+ years,7,9.29
Ireland,2004,female,35-54 years,31,5.74
Ireland,2004,female,55-74 years,18,5.63
Ireland,2004,female,25-34 years,15,4.62
Ireland,2004,female,15-24 years,8,2.54
Ireland,2004,female,75+ years,2,1.64
Ireland,2004,male,5-14 years,1,0.35
